Reading Count,Sensor Value,,,,,,,,,,,,,,,,,,,,,,,,
322,116,,,,,,,,,,,,,,,,,,,,,,,,
323,115,,,,,,,,,,,,,,,,,,,,,,,,
324,116,,,,,,,,,,,,,,,,,,,,,,,,
325,116,,,,,,,,,,,,,,,,,,,,,,,,
326,116,,,,,,,,,,,,,,,,,,,,,,,,
327,116,,,,,,,,,,,,,,,,,,,,,,,,
328,116,,,,,,,,,,,,,,,,,,,,,,,,
329,116,,,,,,,,,,,,,,,,,,,,,,,,
330,116,,,,,,,,,,,,,,,,,,,,,,,,
331,116,,,,,,,,,,,,,,,,,,,,,,,,
332,116,,,,,,,,,,,,,,,,,,,,,,,,
333,116,,,,,,,,,,,,,,,,,,,,,,,,
334,116,,,,,,,,,,,,,,,,,,,,,,,,
335,116,,,,,,,,,,,,,,,,,,,,,,,,
336,116,,,,,,,,,,,,,,,,,,,,,,,,
337,115,,,,,,,,,,,,,,,,,,,,,,,,
338,115,,,,,,,,,,,,,,,,,,,,,,,,
339,115,,,,,,,,,,,,,,,,,,,,,,,,
340,115,,,,,,,,,,,,,,,,,,,,,,,,
341,116,,,,,,,,,,,,,,,,,,,,,,,,
342,115,,,,,,,,,,,,,,,,,,,,,,,,
343,115,,,,,,,,,,,,,,,,,,,,,,,,
344,116,,,,,,,,,,,,,,,,,,,,,,,,
345,116,,,,,,,,,,,,,,,,,,,,,,,,
346,115,,,,,,,,,,,,,,,,,,,,,,,,
347,115,,,,,,,,,,,,,,,,,,,,,,,,
348,115,,,,,,,,,,,,,,,,,,,,,,,,
349,116,,,,,,,,,,,,,,,,,,,,,,,,
350,116,,,,,,,,,,,,,,,,,,,,,,,,
351,116,,,,,,,,,,,,,,,,,,,,,,,,
352,116,,,,,,,,,,,,,,,,,,,,,,,,
353,116,,,,,,,,,,,,,,,,,,,,,,,,
354,116,,,,,,,,,,,,,,,,,,,,,,,,
355,116,,,,,,,,,,,,,,,,,,,,,,,,
356,115,,,,,,,,,,,,,,,,,,,,,,,,
357,116,,,,,,,,,,,,,,,,,,,,,,,,
358,115,,,,,,,,,,,,,,,,,,,,,,,,
359,116,,,,,,,,,,,,,,,,,,,,,,,,
360,115,,,,,,,,,,,,,,,,,,,,,,,,
361,117,,,,,,,,,,,,,,,,,,,,,,,,
362,115,,,,,,,,,,,,,,,,,,,,,,,,
363,116,,,,,,,,,,,,,,,,,,,,,,,,
364,116,,,,,,,,,,,,,,,,,,,,,,,,
365,115,,,,,,,,,,,,,,,,,,,,,,,,
366,116,,,,,,,,,,,,,,,,,,,,,,,,
367,115,,,,,,,,,,,,,,,,,,,,,,,,
368,116,,,,,,,,,,,,,,,,,,,,,,,,
369,115,,,,,,,,,,,,,,,,,,,,,,,,
370,116,,,,,,,,,,,,,,,,,,,,,,,,
371,115,,,,,,,,,,,,,,,,,,,,,,,,
372,117,,,,,,,,,,,,,,,,,,,,,,,,
373,116,,,,,,,,,,,,,,,,,,,,,,,,
374,115,,,,,,,,,,,,,,,,,,,,,,,,
375,115,,,,,,,,,,,,,,,,,,,,,,,,
376,116,,,,,,,,,,,,,,,,,,,,,,,,
377,115,,,,,,,,,,,,,,,,,,,,,,,,
378,116,,,,,,,,,,,,,,,,,,,,,,,,
379,115,,,,,,,,,,,,,,,,,,,,,,,,
380,116,,,,,,,,,,,,,,,,,,,,,,,,
381,116,,,,,,,,,,,,,,,,,,,,,,,,
382,115,,,,,,,,,,,,,,,,,,,,,,,,
383,120,,,,,,,,,,,,,,,,,,,,,,,,
384,116,,,,,,,,,,,,,,,,,,,,,,,,
385,116,,,,,,,,,,,,,,,,,,,,,,,,
386,115,,,,,,,,,,,,,,,,,,,,,,,,
387,116,,,,,,,,,,,,,,,,,,,,,,,,
388,116,,,,,,,,,,,,,,,,,,,,,,,,
389,116,,,,,,,,,,,,,,,,,,,,,,,,
390,116,,,,,,,,,,,,,,,,,,,,,,,,
391,116,,,,,,,,,,,,,,,,,,,,,,,,
392,116,,,,,,,,,,,,,,,,,,,,,,,,
393,115,,,,,,,,,,,,,,,,,,,,,,,,
394,130,,,,,,,,,,,,,,,,,,,,,,,,
395,116,,,,,,,,,,,,,,,,,,,,,,,,
396,116,,,,,,,,,,,,,,,,,,,,,,,,
397,115,,,,,,,,,,,,,,,,,,,,,,,,
398,115,,,,,,,,,,,,,,,,,,,,,,,,
399,117,,,,,,,,,,,,,,,,,,,,,,,,
400,116,,,,,,,,,,,,,,,,,,,,,,,,
401,116,,,,,,,,,,,,,,,,,,,,,,,,
402,115,,,,,,,,,,,,,,,,,,,,,,,,
403,116,,,,,,,,,,,,,,,,,,,,,,,,
404,116,,,,,,,,,,,,,,,,,,,,,,,,
405,193,,,,,,,,,,,,,,,,,,,,,,,,
406,115,,,,,,,,,,,,,,,,,,,,,,,,
407,115,,,,,,,,,,,,,,,,,,,,,,,,
408,116,,,,,,,,,,,,,,,,,,,,,,,,
409,116,,,,,,,,,,,,,,,,,,,,,,,,
410,117,,,,,,,,,,,,,,,,,,,,,,,,
411,115,,,,,,,,,,,,,,,,,,,,,,,,
412,116,,,,,,,,,,,,,,,,,,,,,,,,
413,115,,,,,,,,,,,,,,,,,,,,,,,,
414,115,,,,,,,,,,,,,,,,,,,,,,,,
415,116,,,,,,,,,,,,,,,,,,,,,,,,
416,194,,,,,,,,,,,,,,,,,,,,,,,,
